Id,predicted
278,5.130648
279,5.481368
280,5.586584
281,5.200792
282,5.919768
283,5.533976
284,5.586584
285,5.919768
286,5.51644
287,4.972824
288,5.288472
289,5.358616
290,5.761944
291,5.6918
292,5.569048
293,5.814552
294,5.621656
295,5.2534
296,5.989912
297,5.814552
298,5.814552
299,5.498904
300,5.884696
301,4.499352
302,5.656728
303,5.455064
304,5.989912
305,5.814552
306,5.972376
307,5.367384
308,5.86716
309,5.797016
310,5.744408
311,5.849624
312,5.77948
313,5.569048
314,6.077592
315,6.112664
316,5.51644
317,4.964056
318,5.0342
319,5.498904
320,6.04252
321,5.358616
322,5.51644
323,5.849624
324,5.849624
325,5.849624
326,5.130648
327,5.621656
328,5.51644
329,5.095576
330,5.481368
331,5.73564
332,5.972376
333,5.569048
334,5.455064
335,5.621656
336,5.884696
337,5.411224
338,5.411224
339,6.095128
340,5.34108
341,5.314776
342,6.04252
343,5.972376
344,5.60412
345,5.674264
346,5.51644
347,5.797016
348,5.814552
349,5.674264
350,5.989912
351,5.016664
352,5.551512
353,5.840856
354,5.709336
355,5.6918
356,5.884696
357,5.332312
358,6.024984
359,5.551512
360,5.937304
361,5.20956
362,5.463832
363,5.656728
364,5.761944
365,5.726872
366,5.77948
367,5.2534
368,6.024984
369,6.252952
370,5.709336
371,5.621656
372,6.024984
373,5.463832
374,6.077592
375,5.393688
376,5.60412
377,6.051288
378,5.937304
379,5.446296
380,5.51644
381,5.463832
382,5.989912
383,5.51644
384,5.639192
385,5.481368
386,5.446296
387,6.147736
388,5.393688
389,5.884696
390,5.639192
391,5.656728
392,5.744408
393,5.744408
394,5.025432
395,5.797016
396,6.04252
397,5.95484
398,5.884696
399,5.639192
400,5.481368
401,6.182808
402,5.42876
403,5.481368
404,5.551512
405,5.972376
406,6.095128
407,5.270936
408,6.007448
409,5.639192
410,5.393688
411,5.6918
412,5.332312
413,5.455064
414,5.376152
415,5.183256
416,5.744408
417,6.04252
418,5.507672
419,5.674264
420,5.709336
421,6.024984
422,5.937304
423,5.95484
424,5.744408
425,6.112664
426,5.639192
427,6.1302
428,6.060056
429,5.218328
430,5.200792
431,5.218328
432,5.042968
433,5.6918
434,5.279704
435,5.200792
436,6.024984
437,5.86716
438,5.6918
439,5.402456
440,5.51644
441,5.113112
442,5.533976
443,5.12188
444,5.814552
445,5.814552
446,6.077592
447,6.024984
448,5.393688
449,5.95484
450,6.077592
451,5.235864
452,5.86716
453,5.972376
454,5.51644
455,5.270936
456,5.95484
457,6.033752
458,5.332312
459,5.761944
460,5.709336
461,5.849624
462,5.656728
463,5.51644
464,5.4726
465,5.919768
466,5.288472
467,5.411224
468,5.6918
469,5.6918
470,5.832088
471,5.60412
472,5.218328
473,5.42876
474,6.04252
475,5.07804
476,5.744408
477,5.569048
478,5.621656
479,5.814552
